Year,Cause_Name,State,Deaths
2007,Heart disease,New Mexico,3305
2007,Heart disease,New York,49528
2007,Heart disease,North Carolina,17395
2007,Heart disease,North Dakota,1414
2007,Heart disease,Ohio,26757
2007,Heart disease,Oklahoma,9602
2007,Heart disease,Oregon,6655
2007,Heart disease,Pennsylvania,32862
2007,Heart disease,Rhode Island,2751
2007,Heart disease,South Carolina,8992
2007,Heart disease,South Dakota,1633
2007,Heart disease,Tennessee,14280
2007,Heart disease,Texas,38912
2007,Heart disease,Utah,2980
2007,Heart disease,Vermont,1166
2007,Heart disease,Virginia,13750
2007,Heart disease,Washington,11037
2007,Heart disease,West Virginia,5208
2007,Heart disease,Wisconsin,11110
2007,Heart disease,Wyoming,957
